Hour,Zone0_t_eft,Zone1_t_eft,Zone2_t_eft,Zone3_t_eft,Zone4_t_eft,Zone5_t_eft,GHX0_t_eft,GHX0_t_mean,GHX0_q_ghe,GHX0_t_exit,GHX1_t_eft,GHX1_t_mean,GHX1_q_ghe,GHX1_t_exit,GHX2_t_eft,GHX2_t_mean,GHX2_q_ghe,GHX2_t_exit
5779,7.67166804,9.08660839,7.96552228,7.96552228,7.90038751,8.10522639,7.27268227,8.23199228,0.64177839,9.19130229,8.23199228,7.65635292,-0.38510273,7.08071355,7.92498462,7.38216337,-0.36314741,6.83934212
5780,7.57307406,9.18575705,8.06426372,8.06426372,8.01897434,8.11783915,7.31428518,8.09987888,0.44489162,8.88547258,8.09987888,7.55796434,-0.30689304,7.01604979,7.81085779,7.30132124,-0.28855698,6.79178468
5781,7.49037912,8.84917566,7.64999211,7.64999211,7.61119488,7.54281864,6.77591208,7.96825952,0.61497934,9.16060697,7.96825952,7.48274301,-0.25041579,6.99722650,7.70931738,7.24016396,-0.24197617,6.77101053
5782,7.42780238,8.77113477,7.45979397,7.45979397,7.41876276,7.21479211,6.74599629,7.87875121,0.53403513,9.01150613,7.87875121,7.42208515,-0.21529434,6.96541909,7.63519598,7.19078114,-0.20951852,6.74636630
5783,7.36964882,8.42610036,6.93212374,6.93212374,6.88428312,6.44233892,6.27633286,7.78727406,0.62478846,9.29821525,7.78727406,7.36878451,-0.17304938,6.95029496,7.56407963,7.14744218,-0.17228352,6.73080474
5784,7.32605388,8.49283596,7.08720894,7.08720894,7.04322457,6.54500777,6.45440538,7.72335907,0.55798692,8.99231276,7.72335907,7.32673761,-0.17440320,6.93011615,7.51182763,7.11374103,-0.17504745,6.71565444
5785,7.28576415,8.39784894,6.95482515,6.95482515,6.90867863,6.37497524,6.33250657,7.66233519,0.56931266,8.99216380,7.66233519,7.28874543,-0.15993744,6.91515566,7.46308731,7.08310912,-0.16267239,6.70313092
5786,7.24822922,8.26411173,6.82147164,6.82147164,6.77620062,6.19600489,6.15351250,7.60192108,0.61906547,9.05032966,7.60192108,7.25458877,-0.14845358,6.90725646,7.41667718,7.05571726,-0.15427817,6.69475734
5787,7.21808728,8.35185975,7.01440534,7.01440534,6.97154494,6.40840486,6.32209345,7.55737809,0.56972288,8.79266274,7.55737809,7.22548385,-0.15307220,6.89358962,7.38036783,7.03262378,-0.16038226,6.68487973
5788,7.11635550,5.97270970,5.57026579,5.57026579,5.55376268,5.39446514,5.25942632,7.21168653,2.95396414,9.16394674,7.21168653,7.18449033,-0.04115056,7.15729412,7.19718189,7.02398248,-0.26206795,6.85078308
5789,7.43976946,10.72529280,10.47452945,10.38824621,10.37854789,10.28816515,10.00608273,8.06643157,-4.84744843,6.12678041,8.06643157,7.37033269,-1.73964448,6.67423381,7.69517883,7.14787304,-1.36779060,6.60056724
5790,7.72315392,11.24013137,10.93856271,10.91514309,10.90154712,10.84574013,10.63323793,8.57891425,-7.24999355,6.52459057,8.57891425,7.61894355,-3.38786992,6.65897284,8.06692988,7.33026711,-2.59978518,6.59360435
5791,7.94947583,11.22863585,10.91471758,11.19771043,11.17822292,11.12915293,10.95463542,8.92182817,-8.40328996,6.88902092,8.92182817,7.83681353,-4.48527162,6.75179888,8.34315369,7.49955827,-3.48728438,6.65596284
5792,8.09071581,11.35792628,11.01867691,11.31004739,11.29003491,11.23658360,11.09113207,9.11090243,-8.61780048,7.13067279,9.11090243,7.97868848,-4.92730427,6.84647452,8.50705499,7.61489962,-3.88258859,6.72274424
5793,8.21556758,11.50937739,11.12778739,11.39474156,11.37522649,11.33772287,11.21213835,9.27021586,-8.87698622,7.32829337,9.27021586,8.10508180,-5.32610290,6.93994774,8.64881103,7.72043220,-4.24383884,6.79205337
5794,8.36204435,11.68242911,11.30147912,11.60134754,11.57950170,11.55873835,11.46249959,9.47159162,-9.58876357,7.48068365,9.47159162,8.24881512,-5.88922993,7.02603861,8.81944415,7.83930172,-4.72063711,6.85915929
5795,8.47577302,11.88076443,11.55104855,11.83521327,11.80913213,11.78107097,11.69725368,9.63411583,-9.96030998,7.57097798,9.63411583,8.35860762,-6.15783243,7.08309941,8.95384479,7.92940529,-4.94573593,6.90496578
5796,8.60526771,11.98764406,11.62852270,11.93563092,11.91211590,11.89612087,11.82570485,9.79329991,-10.40001029,7.76089498,9.79329991,8.49007891,-6.66870642,7.18685791,9.09824871,8.04186086,-5.40563760,6.98547301
5797,8.74684648,12.18653011,11.85542863,12.18000842,12.16485449,12.15968913,12.09987339,9.98859266,-11.15994607,7.87731193,9.98859266,8.62789001,-7.19249121,7.26718737,9.26288458,8.15708864,-5.84508865,7.05129270
5798,8.87585255,12.32414697,12.01890507,12.36785827,12.35362905,12.35501487,12.28868382,10.15494332,-11.61694502,8.02120281,10.15494332,8.75623485,-7.61513374,7.35752639,9.40896547,8.26658063,-6.21960438,7.12419580
5799,9.00567172,12.46132600,12.20684172,12.59220022,12.57431835,12.58869931,12.51309867,10.32763276,-12.17442488,8.14216685,10.32763276,8.88383090,-8.04288789,7.44002904,9.55760510,8.37489070,-6.58846591,7.19217630
5800,9.03306100,12.55242757,12.37384836,12.73617821,12.72391701,12.75418254,12.64710299,10.37928794,-11.76895410,8.11147289,10.37928794,8.90665764,-7.64229801,7.43402734,9.59388512,8.39211916,-6.23663220,7.19035321
5801,8.11024063,9.56533001,8.64316078,8.97423514,8.90992166,9.17001636,8.38309288,8.90236345,0.42331113,9.42163401,8.90236345,8.06747427,-0.68060449,7.23258510,8.45708922,7.71384225,-0.60589746,6.97059528
5802,7.85888516,9.73914874,8.86657037,8.86657037,8.82011674,9.05418911,8.34541554,8.52672919,0.15634138,8.70804285,8.52672919,7.82831220,-0.60222421,7.12989521,8.15424013,7.52133662,-0.54573388,6.88843312
5803,7.68768746,8.99631818,7.88034409,7.88034409,7.81551027,8.09224821,7.26320636,8.24877236,0.66215207,9.23433837,8.24877236,7.67414745,-0.38606148,7.09952255,7.94230574,7.39669513,-0.36656824,6.85108452
5804,7.59091429,9.08038344,8.01872815,8.01872815,7.97582304,8.24261190,7.48082037,8.12402556,0.38454423,8.76723075,8.12402556,7.57574635,-0.32779214,7.02746714,7.83160998,7.31583349,-0.30836019,6.80005700
5805,7.50600553,8.86521608,7.63000933,7.63000933,7.59006469,7.76421189,6.97343888,7.99676343,0.51258122,9.02008798,7.99676343,7.49599637,-0.25083322,6.99522931,7.72968766,7.25036882,-0.24008985,6.77104997
5806,7.43906452,8.85577619,7.39955773,7.39955773,7.35406790,7.33627581,6.81619149,7.90324051,0.46232760,8.99028954,7.90324051,7.43062406,-0.20100624,6.95800761,7.65117841,7.19664865,-0.19331387,6.74211889
5807,7.37971584,8.53775192,6.84870086,6.84870086,6.79473560,6.57278735,6.38508206,7.81410020,0.52308110,9.24311833,7.81410020,7.37488284,-0.16077214,6.93566548,7.57985094,7.15099000,-0.15698125,6.72212907
5808,7.33489076,8.60356908,7.03054262,7.03054262,6.98134280,6.67313193,6.57171400,7.74973056,0.46316726,8.92774713,7.74973056,7.33132023,-0.16450870,6.91290989,7.52657838,7.11581919,-0.16150045,6.70506000
5809,7.29304497,8.46428594,6.87748358,6.87748358,6.82677429,6.43526851,6.38851682,7.68499587,0.50437052,8.98147492,7.68499587,7.29241967,-0.15272430,6.89984348,7.47562190,7.08438562,-0.15220303,6.69314935
5810,7.25479181,8.31909897,6.74494637,6.74494637,6.69556446,6.24293241,6.19657048,7.62320304,0.55902376,9.04983560,7.62320304,7.25775221,-0.14320134,6.89230138,7.42829593,7.05650138,-0.14568712,6.68470683
5811,7.22412116,8.40850314,6.96232364,6.96232364,6.91617169,6.46633178,6.37306930,7.57762848,0.51438605,8.78218765,7.57762848,7.22829283,-0.14917771,6.87895719,7.39131613,7.03304119,-0.15299508,6.67476626
5812,7.16480601,6.68122375,6.05984353,6.05984353,6.03439962,5.85459508,5.64650551,7.38228768,1.70941143,9.11806985,7.38228768,7.20448070,-0.17510566,7.02667372,7.28745729,7.02463312,-0.25883124,6.76180895
5813,7.51644433,11.02908309,10.78969478,10.77390578,10.76464261,10.71337091,10.44382689,8.24221416,-5.77158805,6.04060143,8.24221416,7.42829905,-2.13370076,6.61438393,7.80812610,7.18309373,-1.63853948,6.55806135
5814,7.80771841,11.45354917,11.16080241,11.16070325,11.14749683,11.12752383,10.92107903,8.73928084,-7.93843214,6.55748264,8.73928084,7.69283217,-3.80748399,6.64638350,8.18117488,7.38091101,-2.91174519,6.58064715
5815,8.04289175,11.41494585,11.11131616,11.39001254,11.37116634,11.35957072,11.19073475,9.07800110,-9.03960842,6.96526745,9.07800110,7.92364720,-4.93905479,6.76929330,8.46234569,7.56351582,-3.84576163,6.66468596
5816,8.25501271,11.55757820,11.24510329,11.62924672,11.61080164,11.63113160,11.49703495,9.37119781,-10.05654303,7.24536067,9.37119781,8.13322424,-5.85639144,6.89525068,8.71094524,7.73394697,-4.62181460,6.75694870
5817,8.49570034,11.63842039,11.31441912,11.82569272,11.80909800,11.85515647,11.74831841,9.67408879,-11.17620257,7.59985916,9.67408879,8.37684842,-6.98968953,7.07960806,8.98222726,7.93966957,-5.61742820,6.89711187
5818,8.75011665,11.80437902,11.49528174,12.11532765,12.09756805,12.15678213,12.07851370,9.99376306,-12.38464057,7.90901243,9.99376306,8.63239776,-8.08730775,7.27103246,9.26770157,8.15859104,-6.58876654,7.04948051
5819,8.92977276,12.11759492,11.85162165,12.40315877,12.38208279,12.44774767,12.37998186,10.22848379,-12.89127579,8.07698571,10.22848379,8.80970143,-8.50101370,7.39091908,9.47179986,8.31031322,-6.95935766,7.14882658
5820,9.15986379,12.21411475,11.93411807,12.60227769,12.58390468,12.65174512,12.59670318,10.49351555,-13.82109084,8.39032793,10.49351555,9.04482430,-9.52006996,7.59613305,9.72088022,8.51870214,-7.90010942,7.31652407
5821,9.42385719,12.43775970,12.19004308,12.94324288,12.93187741,13.00405426,12.95917289,10.81529898,-15.16693029,8.67142507,10.81529898,9.30916903,-10.65518256,7.80303909,10.01202967,8.75166007,-8.91654021,7.49129046
5822,9.62536557,12.64625548,12.41822918,13.18295452,13.17230209,13.24274270,13.19306009,11.04776682,-15.66219402,8.90247356,11.04776682,9.51293077,-11.20541439,7.97809472,10.22918760,8.93528326,-9.44643845,7.64137892
5823,9.84976563,12.85379862,12.66778798,13.47994828,13.46684388,13.54128558,13.48587318,11.31336617,-16.58847739,9.14085916,11.31336617,9.73806089,-12.02846109,8.16275560,10.47320335,9.13726538,-10.20073895,7.80132740
5824,9.90527297,12.99226406,12.86233983,13.64059512,13.63165659,13.70604991,13.62795110,11.39141570,-15.98733806,9.15488029,11.39141570,9.79012338,-11.44645488,8.18883107,10.53739313,9.18284994,-9.68262781,7.82830675
5825,8.70828194,9.82596927,9.37655657,10.94443931,10.91284172,11.21193475,10.82530710,9.70415241,-1.87955064,8.58299771,9.70415241,8.64155856,-1.78137678,7.57896471,9.13743569,8.21782052,-1.54168135,7.29820535
5826,8.28886623,10.18604178,9.54694641,9.95527051,9.92110827,10.26767947,9.74610335,9.10699935,-0.75391783,8.46789534,9.10699935,8.24068532,-1.02194571,7.37437129,8.64496520,7.88189598,-0.90015316,7.11882677
5827,8.01836592,9.59534830,8.65875711,8.68505605,8.63054494,9.05161090,8.35403938,8.69125572,0.27075579,9.02847206,8.69125572,7.99266680,-0.56090697,7.29407788,8.31867496,7.67515559,-0.51669086,7.03163621
5828,7.86747437,9.58026348,8.67099889,8.67099889,8.63421097,9.04004516,8.38650132,8.49495053,0.07592357,8.60339975,8.49495053,7.84199796,-0.45712171,7.18904539,8.14670916,7.54834889,-0.41890250,6.94998862
5829,7.74520685,9.30346375,8.25704257,8.25704257,8.22322009,8.58462619,7.91390376,8.32006026,0.24100834,8.72621675,8.32006026,7.72544975,-0.35283466,7.13083925,8.00293465,7.45066078,-0.32771262,6.89838691
5830,7.65201612,9.30589881,8.06670868,8.06670868,8.02793188,8.33354854,7.88953367,8.19927477,0.15520864,8.50901586,8.19927477,7.63218598,-0.28416339,7.06509720,7.89682742,7.37223178,-0.26287043,6.84763615
5831,7.57093422,9.16412030,7.58078244,7.58078244,7.53016282,7.78942384,7.61279187,8.09140643,0.18752334,8.57002099,8.09140643,7.55211491,-0.21129685,7.01282339,7.80378429,7.30481987,-0.19549651,6.80585545
5832,7.50979658,9.28894083,7.72094329,7.72094329,7.67181918,7.87928682,7.77775791,8.01401574,0.09345319,8.25027357,8.01401574,7.49003308,-0.20726446,6.96605042,7.73455832,7.25292603,-0.19051252,6.77129374
5833,7.45351030,9.20963226,7.54235023,7.54235023,7.48913199,7.67045752,7.62117839,7.93723778,0.11752846,8.25329718,7.93723778,7.43488227,-0.18680371,6.93252676,7.66931485,7.20687652,-0.17196028,6.74443820
5834,7.40190773,9.09988720,7.35374223,7.35374223,7.29902899,7.44340762,7.39187158,7.86345405,0.16746223,8.33503652,7.86345405,7.38551411,-0.16971981,6.90757417,7.60855275,7.16574200,-0.15724519,6.72293124
5835,7.36085582,9.21408322,7.60536804,7.60536804,7.55415162,7.67134208,7.56738728,7.81017207,0.09368292,8.05295686,7.81017207,7.34416221,-0.17981837,6.87815235,7.56163348,7.13139563,-0.16601509,6.70115779
5836,7.32553511,10.45993974,8.56912014,8.56912014,8.49216713,8.70296603,8.07244150,7.78054422,-0.09647946,7.48864693,7.78054422,7.30312808,-0.15779815,6.82571194,7.52592228,7.09652121,-0.14192795,6.66712014
5837,7.68638401,11.31910399,11.08938733,11.11737525,11.10847344,11.14567920,10.88662070,8.53695670,-6.41533032,6.18729270,8.53695670,7.57792061,-2.61847367,6.61888452,8.02547078,7.29885628,-1.98388879,6.57224177
5838,7.98099622,11.66906515,11.38984820,11.38984820,11.37725025,11.41264281,11.21565106,8.99756417,-8.47171861,6.77947728,8.99756417,7.85813816,-4.35190191,6.71871214,8.38987030,7.51371156,-3.34638390,6.63755283
5839,8.23599908,11.63080456,11.34589595,11.64033956,11.62265093,11.65143470,11.49295858,9.34746925,-9.79632207,7.20197992,9.34746925,8.11232217,-5.63969181,6.87717509,8.68872414,7.71859900,-4.42959941,6.74847387
5840,8.40283283,11.76999881,11.46407826,11.79786164,11.77981211,11.79932439,11.66807418,9.56007138,-10.19919659,7.45206858,9.56007138,8.28137169,-6.18676102,7.00267199,8.87809821,7.85967240,-4.92747210,6.84124660
5841,8.56101974,11.91405388,11.57632704,11.89668231,11.87940273,11.91046594,11.79922713,9.74809265,-10.61977518,7.69695818,9.74809265,8.44375956,-6.75320140,7.13942646,9.05244834,7.99938705,-5.45223837,6.94632576
5842,8.76107954,12.05431901,11.72696858,12.12780986,12.10902373,12.15272699,12.06993822,10.00028583,-11.62598128,7.93063344,10.00028583,8.64431374,-7.61698255,7.28834165,9.27710072,8.17134106,-6.21144935,7.06558141
5843,8.92091353,12.30986360,12.03007095,12.40520106,12.38304835,12.43004946,12.35882678,10.21381520,-12.23024976,8.06880363,10.21381520,8.80102554,-8.05532738,7.38823587,9.46032738,8.30444056,-6.59053998,7.14855374
5844,9.12706892,12.34789529,12.05330774,12.57543734,12.55612048,12.60518558,12.54732068,10.45161333,-13.10002369,8.35590597,10.45161333,9.01191746,-8.99937194,7.57222159,9.68377553,8.49083279,-7.45694677,7.29789005
5845,9.29931652,12.52913857,12.25648331,12.80983190,12.79733609,12.84715639,12.79781518,10.66371462,-13.72590229,8.52961406,10.66371462,9.18384517,-9.51808168,7.70397573,9.87445092,8.64202006,-7.92662997,7.40958921
5846,9.44944900,12.67942504,12.42698651,12.99472601,12.98294890,13.03452683,12.97959521,10.84022651,-14.11577512,8.70085781,10.84022651,9.33530769,-9.92960943,7.83038888,10.03760314,8.77727283,-8.31578928,7.51694252
5847,9.59457762,12.83281348,12.62163237,13.20987061,13.19500852,13.25150959,13.18867509,11.01743878,-14.60405737,8.84620246,11.01743878,9.48000854,-10.34098372,7.94257830,10.19747599,8.90555091,-8.68967959,7.61362584
5848,9.60161197,12.93837274,12.78846591,13.32578725,13.31548569,13.37705055,13.28703585,11.04171635,-13.90732282,8.79639684,11.04171635,9.48262447,-9.65688581,7.92353259,10.21020068,8.90608201,-8.07760288,7.60196335
5849,8.49108699,9.87166194,9.19889989,9.98280716,9.93576017,10.29488846,9.71911921,9.39216389,-0.36651753,9.06520858,9.39216389,8.44019772,-1.06715589,7.48823156,8.88444860,8.04153086,-0.94491240,7.19861311
5850,8.17881621,9.93744869,9.26458317,9.71770003,9.68173846,10.02260453,9.47351082,8.95925559,-0.57558827,8.44500036,8.95925559,8.13558071,-0.92191109,7.31190583,8.51996232,7.78893493,-0.81821393,7.05790754
5851,7.95077066,9.44095603,8.49688643,8.53856221,8.48358858,8.93828519,8.23458281,8.60528427,0.29492502,8.97598573,8.60528427,7.92692436,-0.53969387,7.24856445,8.24349232,7.61623163,-0.49904002,6.98897094
5852,7.82367234,9.50124820,8.61171721,8.61171721,8.57573804,9.04618946,8.40688030,8.44389377,0.02649636,8.48090724,8.44389377,7.79810801,-0.46229039,7.15232226,8.09947470,7.50846964,-0.42307523,6.91746458
5853,7.71558773,9.24658670,8.23674958,8.23674958,8.20410946,8.65592000,8.00817344,8.28908939,0.17271028,8.57000533,8.28908939,7.69476648,-0.36539641,7.10044357,7.97211717,7.42241122,-0.33796540,6.87270527
5854,7.63118119,9.24277381,8.05069323,8.05069323,8.01338357,8.42774651,8.00017413,8.18041400,0.09385970,8.36065388,8.18041400,7.60980351,-0.29714475,7.03919301,7.87608840,7.35128723,-0.27328960,6.82648605
5855,7.55302124,9.03330611,7.45552935,7.45552935,7.40503064,7.76210718,7.58581534,8.07294361,0.19122662,8.56007189,8.07294361,7.53373578,-0.21167092,6.99452794,7.78536610,7.28748425,-0.19544803,6.78960240
5856,7.49483713,9.16302747,7.58493240,7.58493240,7.53549689,7.81468825,7.71248681,7.99777034,0.11207529,8.28305388,7.99777034,7.47508345,-0.20534057,6.95239656,7.71900400,7.23864642,-0.18871125,6.75828883
5857,7.44226578,9.08296285,7.41816558,7.41816558,7.36507588,7.63039565,7.58121162,7.92577839,0.12834726,8.27034516,7.92577839,7.42357825,-0.18706392,6.92137812,7.65793832,7.19578288,-0.17214772,6.73362745
5858,7.39351830,8.96530503,7.21687571,7.21687571,7.16211937,7.38084519,7.32925902,7.85485480,0.18639408,8.38045057,7.85485480,7.37729641,-0.16935840,6.89973803,7.60015699,7.15735978,-0.15703090,6.71456258
5859,7.35410512,9.06806724,7.43699340,7.43699340,7.38509974,7.55514022,7.44972764,7.80179423,0.13391531,8.15386082,7.80179423,7.33819764,-0.17633789,6.87460105,7.55454271,7.12503359,-0.16337206,6.69552446
5860,7.31153422,8.77604679,7.33854923,7.33854923,7.27987752,7.43322579,6.95265011,7.72475045,0.33248761,8.49685079,7.72475045,7.30282593,-0.18169228,6.88090141,7.49972404,7.09646015,-0.17365650,6.69319626
5861,7.33797222,9.73972399,9.13210619,9.16917540,9.14567280,9.23861903,8.55442036,7.80754799,-0.76446800,7.06067563,7.80754799,7.31097543,-0.50827136,6.81440287,7.54270929,7.10398700,-0.44905819,6.66526471
5862,7.28137499,10.37237352,9.18852383,9.18852383,9.12834938,9.41100362,7.99795672,7.72188906,-0.14551251,7.44582139,7.72188906,7.25923268,-0.24386157,6.79657630,7.47513899,7.05993042,-0.21885230,6.64472184
5863,7.47949230,10.53032623,10.12242847,10.31213149,10.29333998,10.37749345,10.03730268,8.16140248,-3.96575604,6.28550228,8.16140248,7.40041979,-1.60875918,6.63943711,7.75554505,7.16400344,-1.25055145,6.57246183
5864,7.64666085,10.61573863,10.22478571,10.62810102,10.60905903,10.70034915,10.47165847,8.46913015,-5.53144631,6.46660184,8.46913015,7.54525513,-2.55195645,6.62138012,7.97639681,7.26981975,-1.95172924,6.56324269
5865,7.82990953,10.80947401,10.42712710,10.88038414,10.86600737,10.96748748,10.79739998,8.76174654,-6.86249781,6.72609310,8.76174654,7.71757668,-3.52005567,6.67340681,8.20485595,7.40139934,-2.70857462,6.59794273
5866,7.98540639,10.93489805,10.58186781,11.12771637,11.11228792,11.22962824,11.10290036,9.00014009,-7.68336014,6.89737981,9.00014009,7.86598884,-4.14412075,6.73183759,8.39525942,7.51700292,-3.20909666,6.63874642
5867,8.12287979,11.09677461,10.76611504,11.32181586,11.30875996,11.44806910,11.34370903,9.20140405,-8.29838695,7.05909907,9.20140405,7.99939066,-4.65609347,6.79737727,8.56033024,7.62293642,-3.63106873,6.68554261
5868,8.25021838,11.27235236,10.95762861,11.48312980,11.47121570,11.63541007,11.54699607,9.38050563,-8.82386955,7.21401519,9.38050563,8.12446799,-5.11569868,6.86843035,8.71061889,7.72404637,-4.01819784,6.73747385
5869,8.34558098,11.50657580,11.19635206,11.60084752,11.59101776,11.77507627,11.69864405,9.51147665,-9.03655442,7.32430925,9.51147665,8.21860624,-5.34165509,6.92573583,8.82194576,7.80116409,-4.21748660,6.78038241
5870,7.96121565,9.82325002,9.23914734,10.11347277,10.09681064,10.51391114,10.34933875,8.86435963,-3.23126232,7.37938050,8.86435963,7.87248646,-2.15828111,6.88061330,8.33536061,7.53362141,-1.74455628,6.73188221
5871,7.93520336,9.99145845,9.49083779,10.27970876,10.26468051,10.68300633,10.51867139,8.84107422,-4.26151956,7.16347705,8.84107422,7.84166529,-2.53875054,6.84225635,8.30805612,7.50908592,-2.02958565,6.71011572
5872,7.80148284,9.66427512,9.13096711,9.74072217,9.72832537,10.31873096,10.03813998,8.61905129,-2.77840916,7.19996260,8.61905129,7.72069060,-1.75888482,6.82232991,8.13992559,7.41469113,-1.41992399,6.68945666
5873,7.67372687,9.74591944,9.30215126,9.33242577,9.31560890,10.17712204,9.71726220,8.42052744,-1.81798811,7.12379268,8.42052744,7.60105291,-1.14888179,6.78157837,7.98347435,7.31972975,-0.93055252,6.65598515
