Time Step,HP1,HP2,HP3,HP4,HP5,HP6
2,0.00447014,0.0043606800000000005,0.00443108,0.0043606800000000005,0.0041404,0.0043606800000000005
3,0.004523590335521683,0.004480864824800038,0.004616325672418614,0.004608639874377655,0.004419291169190771,0.004665073699498161
4,0.004541358880423851,0.004497348397004386,0.0046377020202135015,0.004617180939409792,0.004428897667238209,0.004674752014558126
5,0.0045556930157553506,0.004506821418339406,0.004648559010569153,0.004630241886869472,0.004443500858713503,0.004685666160594284
6,0.004562681566123605,0.00451395092750435,0.004658784848459587,0.004633381000584208,0.0044470638841449285,0.0046906307452913455
7,0.004577633944099661,0.004522639797576298,0.004666792674414393,0.004645679398638223,0.004460988000710084,0.004698112893199137
8,0.004578499104031368,0.004495569893182317,0.004633962686863701,0.004620222817469094,0.00443228273225163,0.004674213115717134
9,0.004576452697755155,0.004472353205853514,0.004606255548158741,0.004609664925756081,0.004420462823927808,0.004664757428604189
10,0.004572828058687988,0.00445593248497212,0.00459901727110235,0.004597036046889119,0.004406385399604202,0.004659805664961076
11,0.004571481778645346,0.004445855967043906,0.00459886268476576,0.004596854458387619,0.004406183642788735,0.004660904461127658
12,0.004567890741764963,0.004435050788760948,0.004602627882587755,0.0045909520694783785,0.004399656879580229,0.004658934961331132
13,0.004564546665634703,0.004423426577203227,0.004592117947446505,0.004587413526018168,0.004395938230313251,0.00465717051389975
14,0.00455921076178007,0.004409052649395645,0.0045827106694823014,0.004575266013115798,0.004382472326656656,0.00465102415343898
15,0.004557691092481995,0.004401940866787142,0.0045732442641918175,0.004575578233797523,0.004383188196089496,0.004650886238460627
16,0.004555680501758934,0.0043961183180110455,0.004567471850041257,0.004568900814943712,0.004375328922822066,0.004645741833954281
17,0.0045586419455940054,0.004401069168494178,0.004566032766535374,0.004577887828637663,0.004385086713817539,0.004648342497657547
18,0.004560589473436139,0.004404828976723682,0.004569954404735076,0.0045824877526909145,0.004390208633112715,0.004651039532456915
19,0.004573306766362502,0.004471126758187986,0.004630110044117069,0.004623764064785902,0.004436379351534563,0.0046763786382644605
20,0.004578735675914395,0.004499997275144565,0.004644826879764861,0.00462890589160855,0.004442117863641898,0.004678461209678807
21,0.004585603000210315,0.004502446684529743,0.004645708866359515,0.004637269569386755,0.004451466155079121,0.004685213110994986
22,0.004593760906876949,0.004529544902096863,0.004679027387133534,0.004653014206540853,0.004469079783462081,0.004700312336490705
23,0.004601438317661466,0.004532867058232021,0.004681597318707288,0.004661888216843116,0.004479240306637775,0.00470885903466533
24,0.004606424117927681,0.004544065757501914,0.004695863221690002,0.004665947847121676,0.004483549213492083,0.00471612841722459
25,0.0046139463250132635,0.004549549291215778,0.004701323194320634,0.004675537349854649,0.004494283176711748,0.004726545003042432
26,0.004614836188034152,0.00455281327638117,0.004706577446015932,0.004673988388355738,0.004492628241869375,0.004730913488496627
27,0.004621422605525569,0.004555869770812756,0.004708958499783563,0.004680885645238645,0.004500342844945913,0.004736582692208723
28,0.00462381950952871,0.004560569210791235,0.004715407081688342,0.0046810072094454515,0.00450047343971313,0.004739218352979936
